----------------------------------------------------------------------------------------------------------------------
time (s)	T (K)	B (T)	R1 (Ohm)	Theta1 (deg.)	 X1 (Ohm)	 R2 (Ohm)	 Theta2 (deg.)	 X2 (Ohm)	notsure
1656466190.8517120	2.78200	4.900704	3392.660000000	-11.40	3325.726803292	93.756400000	1.36	93.729911374	-1.227723000
1656466192.7490089	2.78300	4.894952	3394.490000000	-11.40	3327.520699542	93.851600000	1.30	93.827369091	-1.244494000
1656466193.9544380	2.78300	4.890638	3392.355000000	-11.39	3325.498019445	93.708600000	1.32	93.683732459	-0.713477100
1656466195.6772070	2.78900	4.884886	3392.050000000	-11.39	3325.199030425	93.527400000	1.43	93.498353251	0.309687700
1656466196.8849800	2.78000	4.880572	3391.440000000	-11.39	3324.601052386	93.594200000	1.39	93.566579548	-1.304112000
1656466198.6628809	2.77900	4.874820	3392.965000000	-11.39	3326.095997485	93.727800000	1.34	93.702014724	1.066128000
1656466199.8736560	2.79600	4.870506	3393.880000000	-11.40	3326.922734125	93.460600000	1.27	93.437569165	-0.823198800
1656466201.7398541	2.79200	4.864754	3390.215000000	-11.39	3323.400194848	93.317600000	1.31	93.293284404	-0.689044400
1656466202.9597859	2.78800	4.860440	3392.355000000	-11.39	3325.498019445	93.556000000	1.33	93.530719522	-0.366430200
1656466204.8414111	2.77400	4.854688	3392.355000000	-11.39	3325.498019445	93.384400000	1.42	93.355883024	-0.274837300
1656466206.0442040	2.79100	4.850374	3389.300000000	-11.39	3322.503227789	93.403400000	1.33	93.378160758	-0.956117200
1656466207.4907019	2.78600	4.844622	3390.520000000	-11.39	3323.699183868	93.346200000	1.38	93.319125617	-1.236583000
1656466208.7440000	2.78800	4.840308	3393.880000000	-11.40	3326.922734125	93.336800000	1.40	93.308778581	0.085804520
1656466210.6309700	2.78300	4.834556	3389.300000000	-11.39	3322.503227789	93.279400000	1.32	93.254646356	-1.451328000
1656466211.8437381	2.77900	4.830242	3390.825000000	-11.39	3323.998172887	93.165000000	1.38	93.137978173	-0.917551900
1656466213.7546401	2.79500	4.824490	3390.215000000	-11.39	3323.400194848	93.212800000	1.39	93.185528717	-1.204196000
1656466214.9697540	2.78100	4.820176	3389.300000000	-11.39	3322.503227789	93.193600000	1.33	93.168417449	1.234803000
1656466216.6878271	2.78400	4.814424	3391.130000000	-11.39	3324.297161907	92.936200000	1.40	92.908298848	-1.569538000
1656466217.9404840	2.78300	4.810110	3388.690000000	-11.39	3321.905249749	92.898000000	1.42	92.869631557	-0.610925100
1656466219.6722109	2.78700	4.804358	3389.300000000	-11.39	3322.503227789	93.079200000	1.39	93.051731529	-0.733378700
1656466220.8859811	2.77800	4.800044	3389.605000000	-11.39	3322.802216809	92.850400000	1.35	92.824627535	-0.304544200
1656466222.6652429	2.78100	4.794292	3388.690000000	-11.39	3321.905249749	93.012400000	1.43	92.983513194	-1.232792000
1656466223.8770311	2.78100	4.789978	3389.300000000	-11.39	3322.503227789	92.974400000	1.36	92.948132310	0.899059400
1656466225.7699649	2.78000	4.784226	3389.300000000	-11.39	3322.503227789	92.726400000	1.43	92.697602017	-0.823569400
1656466226.9803860	2.78100	4.779912	3389.605000000	-11.39	3322.802216809	92.678600000	1.45	92.648841284	1.183878000
1656466228.2952380	2.78300	4.775598	3388.995000000	-11.39	3322.204238769	92.631000000	1.49	92.599511086	0.727706600
1656466229.5505240	2.78200	4.771284	3387.165000000	-11.39	3320.480359702	92.631000000	1.53	92.597975356	0.910637500
1656466231.5653059	2.78400	4.765532	3388.690000000	-11.39	3321.905249749	92.497400000	1.36	92.471267075	-1.014749000
1656466232.7732949	2.78400	4.761218	3389.910000000	-11.39	3323.101205828	92.421200000	1.46	92.391031420	-1.290186000
1656466234.7047789	2.79000	4.754028	3387.470000000	-11.39	3320.709293671	92.259000000	1.39	92.232007770	-1.353143000
1656466235.9607761	2.77700	4.749714	3388.995000000	-11.39	3322.204238769	92.564200000	1.51	92.532226312	-0.108379900
1656466237.2732861	2.78700	4.745400	3385.945000000	-11.39	3319.214348572	92.449800000	1.43	92.421087920	-1.217958000
1656466238.4807110	2.78500	4.742524	3385.945000000	-11.39	3319.284378390	92.383000000	1.48	92.352097829	-1.272511000
1656466240.2499940	2.78300	4.735334	3388.385000000	-11.39	3321.606260730	92.249600000	1.46	92.219487435	-1.316225000
1656466241.4681060	2.78700	4.732458	3387.775000000	-11.39	3321.078350358	92.306800000	1.52	92.274148528	-1.373993000
1656466243.6861930	2.78400	4.725268	3386.555000000	-11.39	3319.882369046	92.087400000	1.38	92.060690723	0.853616700
1656466244.8906209	2.78100	4.720954	3387.165000000	-11.39	3320.480359702	92.201800000	1.50	92.170204746	0.955628700
1656466246.8557401	2.78600	4.713764	3388.995000000	-11.39	3322.204238769	92.221000000	1.56	92.186819616	-0.389709500
1656466248.0751290	2.77900	4.709450	3386.250000000	-11.39	3319.583373718	92.201800000	1.43	92.173164942	1.000043000
1656466249.5930820	2.78100	4.705136	3388.690000000	-11.39	3321.905249749	92.125600000	1.44	92.096505748	0.309193500
1656466250.8570690	2.78400	4.700822	3386.250000000	-11.39	3319.583373718	91.973000000	1.53	91.940209945	-0.029477600
1656466252.7570009	2.78600	4.693632	3385.945000000	-11.39	3319.214348572	91.858600000	1.48	91.828121523	-0.264701900
1656466253.9727581	2.78000	4.690756	3386.250000000	-11.39	3319.513337592	91.915800000	1.48	91.885054107	-0.708698300
1656466255.2031209	2.77800	4.686442	3387.470000000	-11.39	3320.709293671	91.887200000	1.49	91.855963933	-1.039222000
1656466256.4521530	2.77900	4.682128	3384.725000000	-11.39	3318.088397079	91.849000000	1.46	91.819263436	1.295285000
1656466258.6961861	2.78500	4.674938	3385.335000000	-11.39	3318.686387735	91.734600000	1.58	91.699810799	-0.842275600
1656466259.9544549	2.79800	4.670624	3384.420000000	-11.39	3317.789401751	91.553400000	1.54	91.520503050	0.452735600
1656466261.2952380	2.78300	4.666310	3384.420000000	-11.39	3317.789401751	91.686800000	1.49	91.655881885	-1.474649000
1656466262.4996669	2.77600	4.661996	3386.250000000	-11.39	3319.583373718	91.753600000	1.55	91.719853926	0.551163400
1656466264.2779260	2.78400	4.656244	3384.725000000	-11.39	3318.088397079	91.658200000	1.56	91.624228210	-0.760076600
1656466265.4928939	2.79200	4.651930	3386.250000000	-11.39	3319.583373718	91.572400000	1.49	91.541270946	-0.601118900
1656466267.8607280	2.78800	4.643302	3383.505000000	-11.39	3316.892415767	91.372200000	1.49	91.341139002	-0.932921300
1656466269.0711410	2.77400	4.640426	3385.335000000	-11.39	3318.686387735	91.400800000	1.51	91.369228176	0.442641500
1656466270.6020639	2.78700	4.634674	3383.810000000	-11.39	3317.191411095	91.458000000	1.56	91.424102411	-1.074285000
1656466271.8590679	2.77900	4.630360	3383.810000000	-11.39	3317.191411095	91.582000000	1.57	91.547794862	0.644729700
1656466273.7649810	2.78300	4.624608	3385.335000000	-11.39	3318.686387735	91.381600000	1.52	91.349529802	1.023485000
1656466274.9757459	2.78700	4.620294	3382.585000000	-11.39	3315.990528221	91.353000000	1.67	91.314012304	1.258534000
1656466276.7659869	2.78500	4.614542	3384.420000000	-11.39	3317.789401751	91.133800000	1.57	91.099500953	0.400370100
1656466277.9807420	2.78700	4.610228	3383.200000000	-11.39	3316.593420440	91.200400000	1.45	91.171115928	-1.389647000
1656466279.6991661	2.77400	4.604476	3383.200000000	-11.39	3316.593420440	91.267200000	1.61	91.230990893	1.208435000
1656466280.9099331	2.77800	4.600162	3383.505000000	-11.39	3316.892415767	91.200400000	1.64	91.163133406	1.318892000
1656466282.6852031	2.78100	4.594410	3383.200000000	-11.39	3316.593420440	91.067000000	1.64	91.029514820	-1.024185000
1656466283.8956161	2.78100	4.590096	3380.755000000	-11.39	3314.196556254	91.047800000	1.54	91.014828650	-0.650479100
1656466285.6881869	2.78400	4.584344	3382.280000000	-11.39	3315.691532893	90.943000000	1.54	90.910066601	0.919949100
1656466286.9036000	2.78300	4.580030	3381.670000000	-11.39	3315.093542238	90.876200000	1.62	90.839877478	-0.733583600
1656466288.7949080	2.78500	4.574278	3382.280000000	-11.39	3315.691532893	90.866600000	1.58	90.832139977	-1.175519000
1656466290.0073199	2.78200	4.569964	3383.505000000	-11.39	3316.892415767	90.695000000	1.73	90.653755823	-0.851628500
1656466291.7839401	2.77500	4.564212	3383.810000000	-11.39	3317.191411095	90.943000000	1.55	90.909809827	-0.965057700
1656466292.9963491	2.79400	4.559898	3380.755000000	-11.39	3314.196556254	90.637800000	1.58	90.603426747	-1.333942000
1656466294.7915630	2.79400	4.554146	3381.365000000	-11.39	3314.794546910	90.609200000	1.45	90.580345698	-0.960361300
1656466296.0043290	2.77900	4.549832	3382.585000000	-11.39	3315.990528221	90.552000000	1.63	90.515268917	1.170612000
1656466297.7756059	2.78600	4.544080	3380.450000000	-11.39	3313.897560926	90.380400000	1.68	90.341550409	0.226133300
1656466298.9833870	2.78900	4.539766	3381.060000000	-11.39	3314.495551582	90.571000000	1.66	90.533172788	0.041019580
1656466300.7081411	2.77800	4.534014	3381.365000000	-11.39	3314.794546910	90.332600000	1.67	90.294323637	-1.363196000
1656466301.9229009	2.78100	4.529700	3380.145000000	-11.39	3313.598565598	90.237200000	1.66	90.199512200	-0.084729780
1656466303.6862121	2.77700	4.523948	3380.755000000	-11.39	3314.196556254	90.351800000	1.71	90.311563376	-1.276673000
1656466304.8979721	2.78500	4.519634	3381.060000000	-11.39	3314.495551582	90.285000000	1.71	90.244793124	0.017451870
1656466306.7117760	2.78500	4.513882	3378.925000000	-11.39	3312.402584287	90.218200000	1.69	90.178864194	-1.492693000
1656466307.9159219	2.78700	4.509568	3379.535000000	-11.39	3313.000574942	90.294400000	1.60	90.259107511	1.166245000
1656466309.8039081	2.77900	4.503816	3380.755000000	-11.39	3314.196556254	90.161000000	1.64	90.124158129	-0.940131300
1656466311.0192950	2.77500	4.499502	3380.145000000	-11.39	3313.598565598	90.227800000	1.64	90.190930833	1.294707000
1656466312.7985461	2.78400	4.493750	3378.925000000	-11.38	3312.472432589	90.189600000	1.67	90.151384230	0.869889700
1656466314.0133080	2.78200	4.489436	3380.450000000	-11.39	3313.897560926	90.065600000	1.52	90.033741303	-0.981291500
1656466315.9203489	2.77800	4.483684	3378.925000000	-11.39	3312.402584287	90.065600000	1.76	90.023207663	0.064133040
1656466317.1323590	2.78000	4.479370	3379.840000000	-11.39	3313.299570270	89.979800000	1.74	89.938310817	0.504112800
1656466318.5705090	2.78300	4.475056	3378.925000000	-11.38	3312.472432589	90.008400000	1.69	89.969155668	-1.126120000
1656466319.7930000	2.78800	4.470742	3378.620000000	-11.38	3312.173430957	89.960600000	1.70	89.921097856	-1.173789000
1656466321.6004400	2.78200	4.464990	3378.925000000	-11.39	3312.402584287	89.970200000	1.79	89.926395048	-0.883519500
1656466322.8068600	2.77900	4.460676	3378.925000000	-11.38	3312.472432589	89.779400000	1.65	89.742174605	1.206374000
1656466324.6210220	2.78500	4.454924	3378.315000000	-11.38	3311.874429324	89.865400000	1.82	89.819866583	-0.338659600
1656466325.8278069	2.78500	4.450610	3378.620000000	-11.38	3312.173430957	89.798600000	1.71	89.758609734	-0.745285400
1656466327.7171240	2.79200	4.443420	3376.485000000	-11.38	3310.080419527	89.636400000	1.67	89.598144916	0.821397200
1656466328.9385109	2.78400	4.440544	3377.095000000	-11.38	3310.678422793	89.407600000	1.58	89.373434965	-0.240886900
1656466330.8075249	2.78000	4.433354	3378.925000000	-11.39	3312.402584287	89.503000000	1.79	89.459422520	1.041367000
1656466332.0186651	2.79200	4.430478	3377.095000000	-11.38	3310.678422793	89.483800000	1.77	89.441104594	-1.225580000
1656466333.8088801	2.77900	4.423288	3378.010000000	-11.38	3311.575427691	89.407600000	1.71	89.367783859	-0.783521100
1656466335.0286250	2.78100	4.420412	3376.485000000	-11.38	3310.080419527	89.331200000	1.64	89.294697205	-0.077560720
1656466336.9272101	2.78200	4.413222	3378.010000000	-11.38	3311.575427691	89.226400000	1.71	89.186664554	-1.208935000
1656466338.1433189	2.79400	4.408908	3375.265000000	-11.38	3308.884412996	89.188200000	1.85	89.141812772	1.167152000
1656466339.5781419	2.78300	4.404594	3376.790000000	-11.38	3310.379421160	89.293200000	1.76	89.250883866	0.805494200
1656466340.8012371	2.78900	4.400280	3376.790000000	-11.38	3310.379421160	89.245400000	1.62	89.209729296	-1.327844000
1656466342.6173990	2.78100	4.394528	3376.790000000	-11.38	3310.379421160	89.236000000	1.76	89.193998142	-1.350136000
1656466343.8238189	2.79200	4.390214	3375.265000000	-11.38	3308.884412996	89.159600000	1.73	89.119054057	-0.763908300
1656466345.6060669	2.77700	4.384462	3376.790000000	-11.38	3310.379421160	89.112000000	1.67	89.073968720	-1.215611000
1656466346.8132081	2.78600	4.380148	3377.705000000	-11.38	3311.276426058	89.035600000	1.79	88.992250089	0.564512800
1656466348.7257509	2.78100	4.374396	3375.875000000	-11.38	3309.482416262	88.988000000	1.85	88.941716897	-1.281779000
1656466349.9345269	2.78900	4.370082	3375.875000000	-11.38	3309.482416262	88.864000000	1.90	88.815349464	-0.557526200
1656466351.8188629	2.78100	4.364330	3374.350000000	-11.38	3307.987408098	88.844800000	1.75	88.803267209	0.669326000
1656466353.0342619	2.78500	4.360016	3374.960000000	-11.38	3308.585411364	88.835400000	1.81	88.791272397	0.872320900
1656466354.2520151	2.78200	4.355702	3374.655000000	-11.38	3308.286409731	88.988000000	1.76	88.945828501	-0.617023000
1656466355.5120111	2.78600	4.351388	3374.960000000	-11.38	3308.585411364	88.654200000	1.83	88.608984294	1.068434000
1656466357.9335530	2.77700	4.344198	3375.265000000	-11.38	3308.884412996	88.673200000	1.78	88.630315780	0.220736200
1656466359.1459639	2.78800	4.339884	3373.430000000	-11.38	3307.155199979	88.721000000	1.79	88.677512888	0.870672500
1656466360.5831320	2.78300	4.334132	3374.350000000	-11.38	3307.987408098	88.616000000	1.71	88.576536385	-0.274466800
1656466361.8148489	2.78600	4.329818	3374.045000000	-11.38	3307.758117617	88.501600000	1.70	88.462463406	-0.998802200
1656466363.6144080	2.77800	4.324066	3373.735000000	-11.38	3307.384503166	88.482400000	1.88	88.434873709	0.861526200
1656466364.8211939	2.77600	4.319752	3372.820000000	-11.38	3306.557184110	88.339400000	1.87	88.292554910	0.751067900
1656466366.6120570	2.77900	4.314000	3373.430000000	-11.38	3307.085501534	88.530200000	1.83	88.485047537	0.869890200
1656466367.8258250	2.77700	4.309686	3371.905000000	-11.38	3305.660160307	88.339400000	1.65	88.302771675	-1.397519000
1656466369.7291019	2.78700	4.303934	3373.125000000	-11.38	3306.856192044	88.263200000	1.82	88.218478393	-1.438185000
1656466370.9474969	2.77800	4.299620	3372.820000000	-11.38	3306.487498268	88.301400000	1.81	88.257245749	-0.800290600
1656466372.8238511	2.79300	4.293868	3370.990000000	-11.38	3304.763136504	88.186800000	1.89	88.138825269	1.153143000
1656466374.0332699	2.79600	4.289554	3369.465000000	-11.38	3303.268096832	88.139200000	1.85	88.093358362	1.261335000
1656466375.3101001	2.79300	4.285240	3370.685000000	-11.38	3304.464128570	88.110600000	1.85	88.064475204	0.823251100
1656466376.5306120	2.79000	4.280926	3372.820000000	-11.38	3306.487498268	88.158200000	1.85	88.112348480	0.510828700
1656466378.9405379	2.78100	4.273736	3372.515000000	-11.38	3306.258176176	87.834000000	1.76	87.792375382	0.116993200
1656466380.1599319	2.78200	4.269422	3370.685000000	-11.38	3304.464128570	87.853000000	1.88	87.805509800	0.637972300
1656466381.5911169	2.78100	4.265108	3370.380000000	-11.38	3304.165120635	87.748200000	1.95	87.697385196	-0.385753800
1656466382.8249979	2.79200	4.260794	3371.295000000	-11.38	3305.062144438	87.948400000	1.85	87.902360113	-1.312022000
1656466384.6243899	2.77400	4.255042	3371.600000000	-11.38	3305.361152373	88.053400000	1.88	88.005801471	-0.962627300
1656466385.8348010	2.78300	4.250728	3371.295000000	-11.38	3305.062144438	87.872200000	1.76	87.830840059	0.234785200
1656466387.6260250	2.78500	4.244976	3370.685000000	-11.38	3304.464128570	87.748200000	1.86	87.701967146	-0.049872630
1656466388.8427789	2.78500	4.240662	3368.855000000	-11.38	3302.670080963	87.738600000	1.94	87.688102916	0.649550000
1656466390.7377281	2.78300	4.233472	3370.380000000	-11.38	3304.165120635	87.595600000	1.96	87.544560953	-1.235799000
1656466391.9448581	2.77200	4.230596	3368.550000000	-11.38	3302.371073029	87.748200000	1.81	87.704322372	0.493152700
1656466393.8215051	2.78000	4.223406	3370.380000000	-11.38	3304.165120635	87.557400000	1.91	87.508856152	1.418639000
1656466395.0316341	2.78200	4.219092	3369.465000000	-11.38	3303.268096832	87.576600000	2.04	87.521095618	-1.384375000
1656466396.2663460	2.78400	4.216216	3368.550000000	-11.38	3302.371073029	87.519200000	1.94	87.468829190	-0.465850900
1656466397.5279760	2.79000	4.211902	3369.160000000	-11.38	3302.969088898	87.280800000	1.84	87.235699090	0.771256200
1656466399.9485230	2.78900	4.203274	3367.940000000	-11.38	3301.773057160	87.433400000	1.93	87.383697847	-0.901812100
1656466401.1579411	2.77500	4.198960	3369.465000000	-11.38	3303.268096832	87.261800000	1.84	87.217002158	-0.015345200
1656466402.5984609	2.77900	4.194646	3369.160000000	-11.38	3302.969088898	87.271400000	2.00	87.218342884	-1.318079000
1656466403.8281920	2.78400	4.190332	3367.330000000	-11.37	3301.244577503	87.195000000	1.99	87.142307204	0.265273600
1656466405.6283779	2.77500	4.184580	3368.855000000	-11.37	3302.739648667	87.147400000	1.94	87.097243176	-0.928471400
1656466406.8328159	2.78400	4.180266	3368.245000000	-11.38	3302.072065095	87.137800000	1.95	87.087338677	0.346438500
1656466408.6273830	2.77900	4.174514	3367.330000000	-11.37	3301.244577503	87.099600000	1.93	87.050394622	0.104179900
1656466409.8407910	2.78400	4.170200	3367.635000000	-11.37	3301.543591736	87.090200000	1.93	87.040692942	0.567684600
1656466411.7450640	2.79000	4.164448	3365.805000000	-11.37	3299.749506340	87.080600000	1.91	87.032016407	0.066522650
1656466412.9604721	2.77500	4.160134	3367.025000000	-11.37	3300.945563270	87.071000000	1.85	87.025713938	0.354966600
1656466414.8304851	2.78000	4.152944	3367.025000000	-11.37	3300.945563270	87.109200000	2.00	87.056241494	-1.042065000
1656466416.0486009	2.77600	4.150068	3367.025000000	-11.38	3300.876033357	86.928000000	1.94	86.877969449	-0.722829500
1656466417.8374691	2.78900	4.144316	3365.500000000	-11.37	3299.450492107	86.594200000	1.98	86.542498790	-0.891141500
1656466419.0592101	2.77700	4.140002	3367.635000000	-11.38	3301.474049226	86.622800000	1.96	86.572327772	0.459409800
1656466420.9561529	2.78900	4.132812	3364.275000000	-11.37	3298.249533304	86.746800000	2.02	86.692787357	-0.724395400
1656466422.1709139	2.79300	4.128498	3363.970000000	-11.37	3297.950519071	86.689600000	2.02	86.635942802	-0.791267300
1656466423.7686529	2.77400	4.124184	3367.635000000	-11.38	3301.474049226	86.584600000	2.01	86.531326287	-0.583236900
